,E11.5_XX_WT_rep1,E11.5_XX_WT_rep2,E11.5_XY_WT_rep1,E12.5_XX_WT_rep1,E12.5_XX_WT_rep2,E12.5_XY_WT_rep1,E12.5_XY_WT_rep2,E13.5_XX_WT_rep1,E13.5_XX_WT_rep2,E13.5_XX_WT_rep3,E13.5_XY_WT_rep1,E13.5_XY_WT_rep2
Yipf1,12.3,9.44,17.1,13.07,16.67,10.73,15.54,25.1,15.96,14.53,14.28,16.07
Ryr3,0.86,0.3,0.68,0.63,0.89,0.57,0.91,0.69,1.7,1.48,3.36,1.52
Tas2r123,0,0,0,0,0,0,0,0,0,0,0,0
Mrpl18,63.14,49.56,70.3,55.29,63.6,62.71,62.85,76.23,70.82,59.93,50.71,46.73
Zfp759,3.15,2.38,2.88,2.45,4.03,2.41,3.17,2.82,5.07,4.82,2.76,3.91
Ces1c,0,0.02,0,0.04,0,0.15,0.16,0.02,0.06,0.07,0.79,0.58
Cldn34b2,0,0,0.04,0.13,0.06,0,0,0,0,0.09,0,0
Nsd2,72.83,53.28,64.12,45.01,99.03,46,66.41,46.41,104.31,93.54,90,56.43
Zfp53,6.48,4.24,6.46,4.71,7.56,2.79,4.9,5.39,7.23,7.19,4.58,4.8
Antkmt,20.65,8.44,30.63,10.73,21.98,12.78,26.61,30.04,16.37,11.85,13.77,13.89
Dcpp3,0,0,0,0,0,0,0,0,0,0,0,0
Las1l,45.7,31.59,47.75,38.05,57.62,44.44,54.84,47.25,50.09,49.74,34.88,46.6
Or10d1c,0,0,0,0,0,0,0,0,0,0,0,0
Ugt2b37,0.1,0.08,0.07,0.03,0,0,0,0,0,0,0,0
Kir3dl2,0.11,0.03,0.08,0,0.07,0.02,0.03,0,0,0,0,0
Mpp7,3.1,1.81,2.46,1.97,6.08,2.21,5.77,2.52,5.8,4.87,3.08,2.65
Or2n1e,0,0,0,0,0,0,0,0,0,0,0,0
Or8b1d,0,0,0,0,0,0,0,0,0,0,0,0
Cts8,0,0,0,0,0,0,0,0,0,0,0,0
Or4c11c,0,0,0,0,0,0,0,0,0,0,0,0
Lypd3,0.03,0,0.03,0.02,0,0.06,0,0.07,0.2,0.13,0.02,0
Rit2,0,0.02,0,0,0,0.02,0,0,0.03,0,0.05,0.02
Phex,0.33,0.07,0.3,0.04,0.07,0.11,0.23,0.07,0.15,0.15,0.63,0.18
Or52s1b,0,0,0,0,0,0,0,0,0.07,0,0,0
Or6b2b,0,0,0,0,0,0,0,0,0,0,0,0
Saa2,0.21,0.24,0.12,0,0,1.69,1.61,0,0,0,1,0.94
E2f6,43.2,27.89,48.13,27.23,37.34,28.8,43.7,25.11,27.59,31.21,41.65,39.18
Fam136a,82.79,60.96,86.37,69.43,100.47,48.98,61.46,99.17,94.82,86.24,45.93,58.88
Gm6177,0,0.38,0,0.73,0.19,0.55,0.4,0,0.19,1.54,0.45,2.16
Or5b106,0.18,0.09,0.15,0.08,0.05,0.05,0.15,0.02,0.07,0.08,0.05,0.13
Bloc1s2,30.55,26.29,40.68,27.51,40.98,21.7,29.08,43.07,36.64,30.21,25.95,24.68
Vmn1r177,0,0,0,0,0,0,0,0,0,0,0,0
Spop,37.93,23.55,45.57,23.02,51.93,22.57,35.72,46.83,46.62,40,38.92,33.45
Ece1,46.41,27.63,47.68,24.77,48.09,22.5,41.02,26.63,42.04,40.02,29.59,29.05
Dtnbp1,32.22,21.52,35.57,26.37,39.66,18.89,25.64,47.04,38.97,34.95,18.57,19.06
Elobl,0.17,0,0,0,0.1,1.05,1.63,0.2,0.1,0.07,2.21,5.38
Or14c46,0,0,0,0,0,0,0,0,0,0,0,0
Pus7,21.27,19.07,21.75,16.51,18.42,19.84,21.63,10.45,12.67,17.81,23.66,21.2
Zfp317,17.55,10.46,18.42,11.37,18.26,10.7,16.4,11.18,13.93,16.51,11.86,15.14
Lgals8,10.05,5.26,12.07,6.82,12.14,6.28,10.52,7.68,9.76,11.51,9.36,9.61
Eif1a,52.49,41.71,64.92,35.19,49.39,48.46,59.11,40.07,42.03,41.48,64.36,60.3
Or4e1,0,0,0,0,0,0,0,0,0,0,0,0
Zbtb8os,64.76,66.6,63.41,96.39,100.73,87.02,77.97,114.81,82.43,87.76,100.08,107.14
Vmn1r48,0,0,0,0,0,0,0,0,0,0,0,0
Arl16,20.63,16.63,20.85,16.65,19.62,11.92,16.52,17.87,19.06,21.42,10.43,12.88
Trim30d,0.14,0.18,0.04,0.06,0.16,0.03,0.07,0.05,0.14,0.13,0.12,0.17
Lmcd1,1.26,0.97,1.89,0.83,0.82,0.67,0.79,1.86,1.83,1.33,1.24,1.49
Gm6807,0.95,0.46,0.9,0.87,2.76,0.58,0.78,1.41,1.67,0.84,2.51,0.86
Colq,0.27,0.11,0.36,0.2,0.38,0.23,0.35,0.64,0.54,0.38,0.63,0.37
Lce1a1,0,0,0,0,0,0,0,0,0,0,0,0
Gnai1,12.29,8,13.46,8.69,16.58,11.77,15.81,10.71,12.08,14.18,9.53,13.16
Ldoc1,1.71,0.76,1.54,0.76,0.72,0.64,0.55,1.27,1.02,0.77,0.27,0.17
Prdm2,23.34,16.33,22.74,11.15,24.49,15.28,23.71,8.51,16.71,30.84,29.23,25.84
Brd9,51.08,34.92,62.83,26.61,48.77,37.74,51.37,28.51,35.01,43.76,42.23,48.66
Krtap19-2,0,0,0,0,0,0,0,0,0,0,0,0
Or2t47,0.03,0.03,0.06,0.02,0.02,0.07,0.21,0,0.02,0.01,0.18,0.3
Rps18-ps3,2.07,3.15,2.2,3.18,3.45,4.09,3.52,4.48,2.21,3.69,3.82,3.01
Gapdh,915.86,873.73,1073.75,838.89,613.19,799.75,744.63,805.18,497.74,632.55,492.96,529.82
Bloc1s3,1.03,0.94,1.56,0.91,1.18,0.84,1.13,1.06,1.02,1.27,0.33,0.99
Pkn1,17.08,9.94,20.45,10.1,23.59,13.99,29.16,19.97,14.84,13.03,14.86,16.14
Gm11938,0,0,0,0,0,0,0,0,0,0,0,0
Zfp746,15.2,10.67,15.44,15.27,22.41,12.3,14.42,21.25,26.68,23.3,11.2,12.38
Vmn1r53,0,0,0.13,0.08,0.16,0.06,0.14,0.18,0.05,0.12,0.18,0.18
Tas2r131,0,0,0,0,0,0,0,0,0,0,0,0
Mex3b,36.28,22.14,36.04,14.09,18.8,14.88,24.84,16.48,16.45,20.05,15.11,18.47
A830018L16Rik,0.39,0.36,0.25,0.63,0.46,0.16,0.58,0.4,0.12,0.48,0.13,0.35
Tmem178b,0.61,0.37,0.38,0.17,0.33,0.31,0.69,0.34,0.18,0.29,0.34,0.46
Sh3rf2,0.15,0.1,0.1,0.09,0.16,0.21,0.11,0.09,0.12,0.11,0.06,0.15
Lepr,1.08,0.5,0.78,0.31,0.68,0.43,0.92,0.68,1.08,0.77,1.73,0.96
Krt33b,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb9g,0,0,0,0,0,0,0,0,0,0,0,0
Prtn3,1.12,0.78,1.73,0.81,1,0.16,0.35,1.08,0.56,0.95,0.51,0.57
Sptan1,117.54,64.75,118.78,55.31,127.94,92.66,147.45,64.07,120.1,140.74,207.36,139.91
Megf6,2.09,0.76,1.7,1.21,1.95,2.24,2.51,2.44,2.4,1.55,1.26,0.99
Tas2r106,0,0,0,0,0,0,0,0,0,0,0,0
Or5m10b,0,0,0,0,0,0,0,0,0,0,0,0
Gm6169,0.96,0.47,1.11,1.55,1.33,0.28,0.58,1.7,1.85,1.02,1.64,0.82
Ankrd29,1.22,1.02,1.56,1.48,2.92,0.93,0.64,5.12,10.35,7.81,0.69,0.58
Or52n2c,0,0,0,0,0,0,0,0,0,0,0,0
Mab21l2,0.24,0.14,0.06,0,0,0,0.09,0,0.02,0,0,0.01
Cyb5d2,3.08,6.32,2.78,8.25,5.25,10.04,2.94,5.04,8.83,18.21,18.4,12.62
Ddx49,62.64,43.31,86.61,46.52,77.61,56.48,76.51,84.53,55.1,52.39,68.78,61.05
Bak1,28.33,19.15,30.06,18.64,24.24,13.16,16.81,16.1,18.63,21.02,10.53,11.85
Or2n1c,0,0,0,0,0,0,0,0,0,0,0,0
Gm10030,0.2,0.11,0.13,0.08,0.13,0.2,0.21,0,0.03,0.16,0.09,0.06
1700084M14Rik,0,0,0,0,0,0,0,0,0,0,0.58,0.07
Cfap299,0.73,0.66,0.28,0.3,0.91,0.38,0.56,0.95,0.75,0.65,0.87,0.63
Or5b96,0,0,0,0,0,0,0,0,0,0,0,0
1600029O15Rik,0,0,0.09,0,0,0.09,0.29,0,0,0.11,0,0
Zfp119a,4.97,3.04,4.84,2.87,3.48,2.67,3.24,2.97,3.42,3.87,2.65,3.67
Xlr3a,6.84,8.51,9.53,15.64,23.01,19.96,22.89,28.85,44.75,36.16,49.83,42.48
Rpl32,2530.03,1237.01,2626.76,1849.25,3005.4,1513.8,2804.51,4454.23,3825.67,1743.78,1978.5,1894.49
Zfp595,3.63,2.85,3.48,1.78,3.18,1.78,3.17,1.24,2.58,2.6,2.57,3.02
Krtap6-3,0,0,0,0,0,0,0,0,0,0,0,0
Fam204a,50.31,47.92,60.88,54.44,67.7,58.41,58.12,75.01,78.07,74.11,92.42,59.08
Rpl36,879.86,493.56,1007.87,881.29,1134.49,738.99,1037.73,1812.9,1196.16,857.46,612.92,685.15
Abat,31.14,19.01,35.72,17.3,32.81,15.51,24.63,19.51,26.99,31.05,15.23,21.22
Or1x6,0,0,0,0,0,0,0,0,0,0,0,0
Zfp329,13.11,9.11,15.49,6.65,16.44,6.65,11.01,7.74,12.44,14,16.85,12.98
Zfp105,16.26,15.7,19.67,17.54,19.55,18.17,16.91,17.13,16.7,17.14,19.61,18.61
Camk2b,1.67,1.02,1.01,3.07,6.05,2.29,2.2,5.48,7.51,6.05,3.13,2.93
Adgrf2,0.09,0.04,0.16,0.05,0.06,0.07,0.06,0,0.06,0.1,0.04,0.02
Or11g24,0,0,0,0,0,0,0,0,0,0,0,0
Cacnb2,5.91,4.34,3.92,6.22,8.46,3.36,4.67,4.71,6.89,10.13,6.53,5.87
Gsta2,0.41,0.18,0.18,0.22,0,4.98,7.43,0.13,0,0.34,22.75,19.55
Unc13d,0.96,0.41,0.89,0.51,1.04,0.28,0.85,1.51,1.45,1.25,0.71,0.94
Itpk1,7.61,5.34,8.55,5.71,9.07,6.83,7.43,7.82,8.65,7.08,5.12,5.41
Fgf18,2.71,2.74,3.18,2.38,3.4,8.65,8.43,4.63,2.64,3.5,4.33,5.2
Sema3b,4.01,2.09,4.02,2.18,2.89,1.73,3.02,2.4,2.19,2.36,2.83,2.18
Skint11,0,0,0,0,0,0,0,0,0,0,0,0
Vmn1r12,0,0,0,0,0,0,0,0,0,0,0,0
Zfp809,12.19,9.2,11.28,6.43,18.08,7.79,14.86,8.49,15.09,16.08,9.51,10.7
Or13a26,0,0,0,0,0,0,0,0,0,0,0,0
Tdpoz3,0,0,0,0,0.03,0,0,0,0,0,0,0.01
Mdn1,51.51,33.45,42.34,50.47,45.44,63.96,99.93,22.88,30.26,70.55,156.52,76.19
Septin11,215.85,128.42,227.4,55.85,147.06,186.82,281.94,40.2,92.71,123.33,199.95,229.2
Or5p76,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb3d,0,0,0,0,0,0,0,0,0,0,0,0
Ces5a,0.06,0,0.02,0,0,0,0,0.05,0.03,0,0,0
Adtrp,8.57,4.83,6.21,8.77,10.13,0.29,0.64,12.47,4.94,7.3,0.81,0.18
Zscan5b,0.22,0.29,0.16,1.37,1.54,1.78,2.1,0.49,0.08,0.19,2.66,3.39
Vmn1r237,0,0,0,0,0,0,0,0,0,0,0,0
4933430I17Rik,2.05,1.37,2.1,1.46,2.25,1.32,1.91,1.4,2.52,1.54,1.54,1.84
Defb35,0,0,0,0,0,0,0,0,0,0,0,0
Palld,68.35,36.19,79.19,25.01,50.69,24.52,53.08,30.12,37.41,34.59,43.27,35.25
Mettl7a3,0.03,0,0.03,0.04,0,0.02,0,0.02,0,0,0.11,0.04
Trim31,0,0,0,0,0,0,0,0,0.02,0,0,0
Gm10036,6.15,2.63,9.8,5.74,6.76,3.03,2.17,6.03,8.04,7.14,5.18,7.03
Eml1,21.03,13.02,24.29,5.45,12.68,6.47,11.37,8.17,8.12,8.4,10.75,9.71
Or6c219,0,0,0,0,0,0,0,0,0,0,0,0
Sdhc,23.9,17.34,32.52,24.76,29.63,23.74,26.66,40.8,39.07,31.79,29.31,23.37
Or9i15-ps1,0,0,0,0,0,0,0,0,0,0,0,0
Or9k2,0,0,0,0,0,0,0,0,0,0,0,0
Zfp729b,9.01,5.57,7.2,5.42,12.32,6.55,8.49,5.68,14.99,14.94,9.49,11.44
Nfam1,1.2,0.98,1.38,0.64,0.84,0.47,0.33,0.7,0.45,0.74,0.51,0.43
1700084J12Rik,0,0.08,0,0,0,0,0,0,0,0,0,0
Or14j6,0,0,0,0,0,0,0,0,0,0,0,0
Gm5771,0,0,0,0.08,0.08,0,0,0.06,0.25,0.06,0.23,0
H2-M10.3,0,0,0,0,0,0,0,0,0,0,0,0
Tpm3-rs7,128.16,107.88,165.16,101.13,123.13,115.21,155.76,95.44,96.94,101.04,120.24,132.34
Vmn1r82,0,0,0,0,0,0,0,0,0,0,0,0
Gstm1,199.11,141.55,561.39,174.77,216.33,728.77,1206.12,344.5,275.66,204.39,622.16,774.12
Adamts17,4.53,2.99,5.37,1.84,6.75,1.6,2.24,4.43,6.63,11.48,4.1,3.25
Xlr3c,2.48,3.53,3.63,9.32,14.32,10.64,13.52,29.44,48.51,45.69,29.6,26.13
Chsy3,1.09,0.66,1.35,0.57,1.02,0.7,0.98,0.82,1.25,1.2,0.99,0.74
Sez6l,0.23,0.12,0.19,0.19,0.45,0.07,0.11,0.41,0.56,0.73,0.38,0.28
T2,0.36,0.27,0.45,0.19,0.39,0.38,0.81,0.11,0.22,0.13,0.13,0.29
Gm5431,0.13,0.03,0.11,0.02,0.09,0.05,0.09,0,0.07,0.01,0.02,0.07
Krtap6-1,0,0,0,0,0,0,0,0,0,0,0,0
Smco4,19.89,15.72,29.88,21.44,29.08,20.31,33.32,31.75,21.95,23.09,11.33,16.27
Gm5148,19.87,4.49,21.77,8.66,34.19,5.37,26.82,88.98,28.48,7.42,10.29,7.69
Mmel1,0.57,0.27,0.74,0.46,0.46,1.24,2,0.3,0.47,0.6,4.27,2.18
Zfp980,4.05,5.55,4.14,6,10.22,4.84,7.75,3.72,7.85,6.73,8.84,10.16
Or11h7,0,0,0,0,0,0,0,0,0,0,0,0
Zfp846,16.81,12.32,14.56,13.23,16.7,12.42,15.48,10.7,15.53,18.16,22.07,19.46
Or12e7,0,0,0,0,0,0,0,0,0,0,0,0
Or51b4,0.02,0,0,0,0,0,0,0,0,0,0,0
Serpina3k,0,0,0,0,0,0,0,0,0,0,0,0
Gstp3,0.2,0.49,0.08,0.37,0,0.05,0.35,0.14,0.41,1.2,0.14,0.46
Arhgap35,35.07,20.64,28.29,13.17,28.47,18.77,29.25,12.46,31.53,35.73,34.28,29.46
Usf2,92.17,120.52,119.72,108.49,91.22,112.61,94.45,82.41,77.75,108.26,79.07,111.03
Cryzl1,41.19,29.1,41.21,36.34,42.59,29.1,41.42,37.95,44.57,45.87,37.23,42.88
Or5p78,0,0,0,0,0,0,0,0,0,0,0,0
Gm10037,0.65,0.6,0.71,0.94,0.6,0.4,1.3,0.57,0.31,0.32,0.29,0.6
Kcnh1,4.53,3.07,5.47,2.35,4.14,6.01,10.21,2.14,2.58,2.87,3.04,3.79
Tas2r138,0,0,0,0,0,0,0,0,0,0,0,0
Or6c69c,0,0,0,0,0,0,0,0,0,0,0,0
Tcp11x2,0.14,0.05,0.2,0,0.06,0.14,0.3,0.04,0,0,1.18,0.33
Tspan7,43.77,29.66,52.63,27.46,39.93,28.33,40.47,38.9,35.16,32.82,21.85,29.82
Idi1,57.95,40.68,54.37,45.78,74.73,40.91,54.74,61.55,76.17,73.69,102.9,107.29
Serpina9,0.03,0,0.07,0.03,0.01,0.04,0.09,0.13,0.25,0.07,0.06,0.15
Mrps14,57.13,26.75,69.36,52.63,59.11,35.73,79.93,88.51,52.16,45.32,41.85,63.43
Or8c9,0,0,0,0,0,0,0,0,0,0.01,0,0
Or1d2,0,0,0,0,0,0,0,0,0,0,0,0
Gm12253,0,0,0.03,0,0,0,0,0,0,0,0,0
Espl1,18.56,14.52,26.25,19.53,43.86,22.9,36.57,28.63,29.45,34.87,30.52,28.81
Zfp68,40.35,24.83,43.08,21.74,34.74,21.49,28.4,27.57,28.65,28.27,33.18,26.75
Prp2,0,0,0,0,0,0,0,0,0,0,0,0
Spock2,6.88,5.15,6.1,5.36,9.66,2.74,4.12,5.85,6.54,7.69,6,6.7
Mcm9,8.15,6.6,9.11,6.44,11.14,8,10.52,9.8,8.45,10.59,12.15,11.58
Upf1,30.39,16.36,33.92,18.76,44.44,21.96,36.14,27.96,32.75,26.76,25.58,27.8
Ube2e2,23.65,23.63,25.89,21.27,23.74,18.71,28.51,27.21,33.03,33.28,28.92,27.02
Phf21a,73.69,60.24,58.33,42.34,63.06,49.52,59.07,39.94,94.8,98.48,91.59,83.55
Dock1,37.71,23.39,36.61,19.65,39.09,22.69,31.14,16.93,23.37,30.51,20.14,23.7
Xlr5a,0.96,0.49,1.19,4.95,7.59,5.26,7.34,26.6,36.72,37.15,47.06,29.01
Zfp85,5.84,5.29,7.2,4.83,6.85,4.57,5,4.78,5.95,6.52,4.13,5.2
Tas2r117,0,0,0,0,0,0,0,0,0,0,0,0
Smim4,12.77,10.9,22.91,10.41,13.85,10.37,16.71,14.98,11.14,10.28,9.75,10.67
Krt6a,0,0,0,0,0,0,0,0,0,0,0,0.03
Abce1,99.08,63.23,100.37,63.85,124.09,69.57,107.73,67.55,105.4,102.78,66,80.67
Krtap21-1,0,0,0,0,0,0,0,0,0,0,0,0
H2bc8,1.18,1.08,0.93,1.02,0.93,0.88,0.57,0.36,0.48,0.6,0.43,0.83
Phtf1,26.48,18.89,29.84,19.09,31.57,19.26,21.47,25.94,39.65,46.51,18.98,23.13
Rrp1b,35.63,22.72,32.26,27.59,36.57,28.43,41.44,20.46,34.68,32.67,22.98,30.71
Gpr182,2.37,1.79,4.15,1.59,2.52,4.32,6.87,1.16,1.34,1.1,1.01,3.13
Prss43,0.54,0.3,1.38,0.03,0.02,0.01,0.04,0,0,0,0,0
Qrfpr,0.07,0.04,0.03,0.03,0.14,0.08,0.09,0,0.08,0,0,0.05
Zfp420,4.65,3.19,6.36,3.22,4.79,2.99,4.98,3.15,4.83,6.04,4.5,4.61
Txndc9,56.18,39.65,63.93,46.07,65.82,50.77,54.8,70.67,66.41,50.6,60.55,53.54
Syt17,0.93,0.48,0.72,0.2,0.71,0.43,0.57,0.58,0.6,0.57,0.97,0.83
Cxcl2,0,0,0,0,0,0.06,0.05,0,0,0.08,0.04,0
Rpl27a-ps2,0,0,0,0,0,0,0,0,0,0,0,0
Btnl4,0,0,0,0,0,0,0,0.03,0,0,0,0
Nrf1,41.56,25.62,45.05,30.26,47.53,34.3,51.14,38.62,42.54,34.31,41.44,43.05
Panx2,0.04,0.21,0.07,0.12,0.16,0.03,0.04,0.3,0.44,0.3,0.3,0.03
Rpl10-ps3,67.48,18.69,88.23,31.45,68.34,22.9,58.18,81.41,93.52,31.8,63.61,34.14
Map2k5,15.78,12.21,17.83,11.99,17.96,10.61,13.46,13.31,13.43,17.18,10.95,12.93
Znrf2,8.19,6.52,11.54,11.82,16.51,12.65,14.08,11.48,12.83,20.6,9.74,13.3
Dhcr7,13.45,8.6,17.7,13.71,24.55,14.34,20.3,17.37,14.21,21.31,28.38,34.79
Gm8369,0,0,0.01,0,0,0,0,0,0,0,0,0
Wdr91,15.7,11.17,16.43,8.5,20.33,8.29,14.66,13.66,18.79,16.77,11.41,11.15
Kl,0.09,0.08,0.14,0.03,0.02,0.02,0.06,0.01,0.05,0.03,0.01,0.03
Or7e175,0,0,0,0,0,0,0,0,0,0,0,0
Rnf207,1.14,0.39,0.57,0.46,0.21,0.38,1,0.07,0.02,0.31,0.39,0.66
Pip,0,0,0,0,0,0,0,0,0,0,0,0
Fam133b,49.08,36.9,53.81,35.44,56.41,44.86,48.47,42.19,46.96,48.82,50.9,45.63
Or6c211,0.01,0.03,0.02,0,0,0,0,0,0,0,0,0
Or8d1b,0,0,0,0,0,0,0,0,0,0,0,0
Mup5,0,0,0,0,0,0,0,0,0,0,0,0
LOC100504180,0,0,0,0,0,0,0.12,0.02,0,0,0,0
Rpl23a,3564.7,5411.66,3560.57,6401.59,4473.98,6006.95,4376.82,6468.61,5501.84,6329.69,5723.99,6595.32
Dppa4,30.23,40.67,28.13,73.13,69.59,101.3,65.22,33.87,28.91,43,245.89,156.16
Rpl5,553.39,504.5,853.37,754.34,777.55,639.82,640.5,1226.87,733.11,784.12,565.87,708.43
Defb50,0,0,0,0,0,0,0,0,0,0,0,0
Tmed9,120.72,74.27,130.77,81.45,132.84,101.38,142.29,140.74,113.84,94.33,134.25,123.93
Gpc6,37.24,25.12,25.56,4.97,11.84,9.78,16.65,3.57,6.23,9.52,12.25,13.05
Cela2a,0.48,0.53,0.44,1.19,1.48,0.38,1.43,2.64,3.24,1.27,13.95,3.82
Serhl,9.92,6,9.44,5.55,9.52,3.8,5.35,12.16,9.41,6.59,3.88,3.36
Tmod3,53.62,49.01,55.94,25.09,37.91,48.06,48.45,21.92,31.9,39.84,55.08,52.77
Anks1b,4.01,1.01,1.72,1.04,1.74,0.19,0.26,0.96,1.28,2.03,0.19,0.9
Gm6462,0,0,0,0,0,0,0,0,0,0,0,0
Fbh1,82.53,52.99,95.94,51.9,94.19,49.54,80.79,64.19,71.97,77.8,68.89,71.01
Rpl30,1813.43,862.45,1817.99,1365.16,2116.95,1114.92,2266.3,2740.06,2284.92,1379.66,1313.59,1814.82
Rpl28-ps1,159.07,89.74,154.13,111.69,178.66,93.41,210.73,198.92,147.59,127.33,182.45,98.87
Rpl31-ps20,0,0,0,0.11,0,0,0,0,0,0,0,0
Defa39,0,0,0,0,0,0,0,0,0,0,0,0
Adra2b,0.94,0.21,0.51,0.11,0.17,0.01,0.19,0.15,0.13,0.26,0.03,0.02
Gda,0.42,0.11,0.07,0.05,0.21,0.01,0.08,0.19,0.09,0.26,0.41,0.15
Gm17383,1.53,1.3,1.84,1.43,1.64,1.29,1.28,2.08,0.63,0.91,1.17,2.97
Capn11,0.02,0.04,0.03,0.01,0.06,0.13,0.05,0.12,0.04,0.1,0.03,0.12
Or8b12b,0,0.1,0,0.03,0.12,0.03,0,0.04,0,0,0.08,0
Vmn1r63,0,0,0,0,0,0,0,0,0,0,0,0
Zfp110,20.92,17.89,22.7,15.81,25.04,18.39,23.87,14.21,17.49,20.08,27.61,25.68
Speer4f1,0,0.02,0,0,0,0,0,0,0,0,0,0.03
Eif4b,289.26,198.18,281.82,186.08,375.51,179.1,260.83,213.98,301.11,287.42,278.16,234.66
Samd12,0.83,0.46,0.47,0.29,1.39,0.08,0.18,0.86,0.98,1.78,0.28,0.22
Or7e165,0,0,0,0,0,0.02,0,0,0,0,0,0
Or52a5b,0,0,0,0,0,0,0,0,0,0,0,0
En1,0,0.05,0,0,0,0,0.05,0,0.02,0.02,0.14,0.03
Nkx2-9,0,0,0,0,0,0.03,0,0,0,0,0,0
Dmtf1l,0,0,0,0,0,0,0,0,0,0,0,0
Tubb2a,38.26,20.27,45.67,13.71,26.58,19.8,38.37,30.98,22.92,17.61,16.63,22.58
Vmn2r51,0,0,0,0,0,0,0,0,0,0,0,0
Ccser2,10.65,6.92,9.79,4.69,9.56,5.06,8.2,3.78,7.9,10.59,6.82,8.09
Or7g28,0,0,0,0,0,0,0,0,0,0,0,0
Rpl21-ps12,1.71,1.45,2.38,2.16,2.94,2.04,1.93,3.87,2.39,2.68,5.94,3.07
Memo1,99.87,60.34,103,76.41,102.03,54.77,83.47,107.28,111.12,96.95,57.68,80.86
0610030E20Rik,11.66,9.61,12.61,5.5,8.49,8.38,9.32,4.11,7.73,8.59,10.01,11.54
Egln2,29.65,20.14,36.48,24.3,37.4,24.63,31.62,42.66,29.32,27.29,30.2,26.97
Fcer1g,7.19,8.17,6.15,3.77,3.58,2.12,1.71,3.32,3.91,4.47,2.21,2.13
Lypd11,0,0,0,0,0,0,0,0.05,0.86,0.24,0.61,0.08
Gm11937,0,0,0,0,0,0,0,0,0,0,0,0
Cd300c,0,0,0,0,0,0,0,0,0,0,0,0
Lin9,18.2,12.35,15.92,13.12,24.67,14,18.67,19.66,33.46,27.98,19.52,19.7
Kcnt1,54.03,33.59,34.37,31.96,48.95,13.72,22.06,27.6,26.17,23.48,7.97,7.36
Prr19,0.42,0.37,0.3,1.12,2.32,1.19,1.49,5.24,7.83,4.45,5.79,2.03
Kcnj14,0.44,0.4,0.67,0.41,0.43,0.19,0.28,0.71,0.47,0.32,0.16,0.34
Zfp958,12.81,13.25,14.89,14.13,12.97,11.16,10.87,11.63,15.04,16.45,7.06,10.22
Osm,0.04,0.04,0.06,0.02,0,0,0.07,0.02,0,0.02,0,0.01
Thra,34.23,26.47,41.27,23.72,32.57,50.35,59.56,29.89,26.53,36.58,47.25,63.13
Rnf169,10.86,6.54,10.88,5.21,11.99,5.28,8.68,6.51,8.74,14.14,6.34,7.25
H1f5,0.64,0.14,0.22,0.29,0.74,0.25,0.55,0.43,0.18,0.07,0.06,0.14
Cds2,13.77,7.31,15.28,7.53,27.77,6.42,9.82,9.98,15.39,16.5,9.06,11.9
Nfe2,6.13,3.32,5.3,1.9,1.82,5.37,7.83,2.35,1.83,3.57,4.22,5.93
Nap1l1,968.67,574.84,1014.24,613.75,1092.54,655.66,896.05,876.71,891.89,769.36,796.96,706.19
Or1o2,0,0,0,0,0,0,0,0,0,0,0,0
Col13a1,12.37,8.75,13.55,4.66,7.4,10.64,17.92,5.96,6.84,5.61,21.76,21.76
Or2t49,0,0,0,0,0,0,0,0,0,0,0,0
0610039K10Rik,0.58,0.2,0.1,0.4,0.47,0.29,0.11,0.31,0.4,0.45,0.13,0.18
Pirb,0.07,0.07,0.11,0,0.04,0.04,0.05,0.06,0,0.01,0.01,0.03
Or8g17,0,0,0,0,0,0,0,0,0,0,0,0
Opn1sw,0.04,0.02,0.03,0.36,0.2,0.02,0,0.16,0.2,0.15,0,0
Rex1bd,29.02,21.29,36.18,27.26,30.83,27.55,35.29,56.02,52.96,27.74,25.01,27.85
Abi1,50.71,42.79,55.12,39.05,62.14,42.65,56.49,38.91,53.76,59.88,52.09,53.72
Rps27a-ps2,26.7,37.95,32.94,46.66,39.09,55.98,26.03,55.26,36.87,27.96,36.8,28.54
Or8g33,0,0,0,0,0,0,0,0,0,0,0,0
Gm4832,0,0,0,0,0,0.12,0,0,0,0.16,0,0
Zfp516,20.62,13.85,17.73,12.55,19.71,9.76,15.48,10.44,14.55,20.78,23.37,21.59
Zfp708,4.44,4.59,4.68,5.01,6.1,5.56,5.2,4.36,4.39,4.52,4.3,4.26
Deaf1,29.87,17.23,39.47,19.2,32.6,18.21,30.49,30.29,32.15,30.69,23.46,25.19
Col25a1,4.76,2.63,2.45,0.32,1.02,2.05,4.41,0.47,1.45,1.02,9.52,7.38
Rsl1,4.92,3.23,4.73,4.89,5.2,4.03,4.4,5.73,7.74,6.28,3.35,5.69
Or9s23,0,0,0,0,0,0,0,0,0,0,0,0
Gm10051,0,0.76,0,0.8,0,0.31,0,0,0.44,0,0,0.49
Pla2g2a,0,0,0.07,0,0.09,0.19,0,0,0,0.06,0.11,0.13
C1qtnf3,3.67,3.46,3.29,0.59,0.96,4.17,4.72,0.88,1.12,1.39,18.42,7.65
Slc10a5,0.01,0.02,0,0.01,0.01,0,0,0,0.01,0,0,0.01
